epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
30,711.892,0.71186,1.39557,0.93755,0.46082,0.68954,0.56414,0.4726,0.58716,1.17185,0.83789,0.00024595,0.00024595,0.00024595
31,734.421,0.71376,1.39145,0.93487,0.47268,0.6206,0.58366,0.48787,0.60958,1.16044,0.84692,0.000242535,0.000242535,0.000242535
32,756.95,0.71051,1.36182,0.93297,0.49864,0.58903,0.57493,0.4873,0.56091,1.16435,0.82865,0.000239119,0.000239119,0.000239119
33,779.448,0.70713,1.36549,0.92832,0.48849,0.64764,0.57939,0.49308,0.57128,1.15344,0.83242,0.000235704,0.000235704,0.000235704
34,801.989,0.70101,1.3706,0.93084,0.56497,0.61614,0.59383,0.50928,0.55065,1.13537,0.82536,0.000232288,0.000232288,0.000232288
35,824.515,0.69289,1.33455,0.93225,0.51509,0.65182,0.5991,0.51131,0.56843,1.11606,0.83122,0.000228873,0.000228873,0.000228873
36,847.048,0.69466,1.34676,0.92862,0.56249,0.63063,0.57918,0.49036,0.57057,1.17905,0.83461,0.000225457,0.000225457,0.000225457
37,869.466,0.69258,1.31546,0.92913,0.49456,0.63523,0.58577,0.4992,0.56099,1.1666,0.83694,0.000222042,0.000222042,0.000222042
38,891.955,0.69691,1.33902,0.93209,0.58328,0.60779,0.5912,0.50144,0.58006,1.17639,0.83601,0.000218627,0.000218627,0.000218627
39,914.46,0.68064,1.29701,0.92605,0.49814,0.66887,0.59062,0.50213,0.56323,1.15964,0.82699,0.000215211,0.000215211,0.000215211
40,936.95,0.67833,1.27253,0.91847,0.55406,0.64918,0.63241,0.53602,0.5659,1.06225,0.83492,0.000211795,0.000211795,0.000211795
41,959.542,0.68482,1.2783,0.93192,0.53395,0.68256,0.62292,0.52993,0.57232,1.07421,0.83499,0.00020838,0.00020838,0.00020838
42,982.106,0.68399,1.30689,0.92904,0.56473,0.63344,0.61849,0.53325,0.56008,1.04228,0.82922,0.000204965,0.000204965,0.000204965
43,1004.63,0.68827,1.28177,0.92546,0.68759,0.59906,0.63027,0.53612,0.5681,1.05348,0.82853,0.000201549,0.000201549,0.000201549
44,1027.23,0.68238,1.26084,0.92398,0.59923,0.65572,0.65595,0.55525,0.56182,1.03453,0.83032,0.000198134,0.000198134,0.000198134
45,1049.68,0.68805,1.244,0.92398,0.63052,0.61596,0.6298,0.53774,0.56356,1.09583,0.83005,0.000194718,0.000194718,0.000194718
46,1072.16,0.68168,1.24796,0.92812,0.59851,0.63157,0.6599,0.5562,0.57115,1.03745,0.83597,0.000191303,0.000191303,0.000191303
47,1094.65,0.66737,1.24826,0.92123,0.58275,0.6372,0.64136,0.54233,0.57798,1.04939,0.83484,0.000187887,0.000187887,0.000187887
48,1117.15,0.66052,1.24288,0.92908,0.5945,0.69183,0.66153,0.56347,0.55888,1.05499,0.82936,0.000184472,0.000184472,0.000184472
49,1139.55,0.67121,1.24526,0.92121,0.6365,0.65435,0.66396,0.56473,0.56719,1.01085,0.83509,0.000181056,0.000181056,0.000181056
50,1162.05,0.65916,1.17216,0.92446,0.61589,0.66537,0.66576,0.57074,0.54667,1.0029,0.82739,0.00017764,0.00017764,0.00017764
51,1184.48,0.66695,1.20838,0.92182,0.66937,0.64418,0.64735,0.5511,0.57176,1.07939,0.83426,0.000174225,0.000174225,0.000174225
52,1206.99,0.65657,1.19799,0.9127,0.61842,0.66977,0.66552,0.57261,0.54504,0.97775,0.82405,0.000170809,0.000170809,0.000170809
53,1229.48,0.66475,1.18434,0.92923,0.61174,0.64825,0.66335,0.56271,0.55616,1.01135,0.8273,0.000167394,0.000167394,0.000167394
54,1251.97,0.67429,1.18667,0.92356,0.64182,0.67679,0.65723,0.56651,0.54739,1.05108,0.82977,0.000163978,0.000163978,0.000163978
55,1274.36,0.65131,1.18808,0.91644,0.67555,0.66375,0.67235,0.57834,0.5367,0.98205,0.82065,0.000160563,0.000160563,0.000160563
56,1296.8,0.65129,1.16554,0.91686,0.59593,0.67557,0.66943,0.57549,0.54316,0.97906,0.82627,0.000157147,0.000157147,0.000157147
57,1319.32,0.65998,1.16959,0.92072,0.63099,0.66188,0.66596,0.56819,0.55122,0.94403,0.82617,0.000153732,0.000153732,0.000153732
58,1341.77,0.6633,1.13758,0.9191,0.6477,0.66539,0.69151,0.5936,0.5469,0.94245,0.827,0.000150317,0.000150317,0.000150317
59,1364.57,0.65197,1.17768,0.9284,0.62381,0.65597,0.67216,0.57559,0.54077,0.985,0.82611,0.000146901,0.000146901,0.000146901
60,1387.05,0.6569,1.148,0.91929,0.66625,0.65602,0.68428,0.59053,0.53592,0.95862,0.82489,0.000143486,0.000143486,0.000143486
61,1409.5,0.6366,1.11149,0.91991,0.64272,0.68284,0.68346,0.58932,0.54723,0.92196,0.82388,0.00014007,0.00014007,0.00014007
62,1431.87,0.64391,1.13381,0.91637,0.7039,0.64709,0.69357,0.59841,0.52994,0.92262,0.82096,0.000136655,0.000136655,0.000136655
63,1454.2,0.64549,1.10063,0.9182,0.64615,0.68611,0.69688,0.59868,0.54301,0.91118,0.82458,0.000133239,0.000133239,0.000133239
64,1476.6,0.6316,1.10022,0.91485,0.68799,0.68738,0.69559,0.60165,0.5295,0.92655,0.82371,0.000129824,0.000129824,0.000129824
65,1498.97,0.63365,1.09805,0.91632,0.64537,0.68763,0.69452,0.59641,0.53669,0.93218,0.82562,0.000126408,0.000126408,0.000126408
66,1521.41,0.62789,1.08967,0.91372,0.63007,0.70896,0.68624,0.59008,0.53409,0.90743,0.82353,0.000122992,0.000122992,0.000122992
67,1543.78,0.66101,1.10353,0.91897,0.64429,0.68895,0.69017,0.60343,0.52222,0.90258,0.81899,0.000119577,0.000119577,0.000119577
68,1566.25,0.63476,1.09542,0.916,0.69068,0.66047,0.6924,0.60189,0.53286,0.9221,0.82195,0.000116161,0.000116161,0.000116161
69,1588.63,0.62381,1.08175,0.91364,0.69265,0.65987,0.70455,0.60706,0.53216,0.88467,0.82373,0.000112746,0.000112746,0.000112746
70,1611.02,0.64038,1.10403,0.91536,0.66569,0.68228,0.69456,0.59825,0.53049,0.89238,0.82167,0.000109331,0.000109331,0.000109331
71,1633.59,0.6454,1.09044,0.91302,0.71431,0.6688,0.68691,0.59374,0.53512,0.88482,0.82286,0.000105915,0.000105915,0.000105915
72,1655.94,0.6345,1.06279,0.91499,0.7072,0.67541,0.7068,0.61283,0.5309,0.88699,0.82474,0.0001025,0.0001025,0.0001025
73,1678.23,0.61258,1.07158,0.90956,0.71423,0.67149,0.70215,0.606,0.53481,0.88573,0.82368,9.9084e-05,9.9084e-05,9.9084e-05
74,1700.67,0.61964,1.05412,0.91194,0.74553,0.67006,0.69604,0.60054,0.52829,0.88591,0.82167,9.56685e-05,9.56685e-05,9.56685e-05
75,1723.02,0.6434,1.04682,0.91675,0.6874,0.67965,0.7113,0.61299,0.53328,0.85176,0.82302,9.2253e-05,9.2253e-05,9.2253e-05
76,1745.6,0.62343,1.06964,0.91016,0.72287,0.67673,0.70685,0.60831,0.5275,0.86025,0.82033,8.88375e-05,8.88375e-05,8.88375e-05
77,1767.98,0.62107,1.04281,0.90833,0.68571,0.69044,0.70934,0.609,0.53256,0.83739,0.823,8.5422e-05,8.5422e-05,8.5422e-05
78,1790.34,0.59837,1.03049,0.90779,0.6571,0.71779,0.70548,0.60826,0.52445,0.85628,0.82219,8.20065e-05,8.20065e-05,8.20065e-05
79,1812.69,0.62141,1.05649,0.91199,0.73669,0.66244,0.71532,0.61469,0.52925,0.84376,0.82326,7.8591e-05,7.8591e-05,7.8591e-05
80,1835.29,0.61002,1.03365,0.91167,0.7119,0.71655,0.70891,0.61057,0.53152,0.84999,0.82101,7.51755e-05,7.51755e-05,7.51755e-05
81,1857.6,0.62875,1.04981,0.91192,0.6882,0.70464,0.71804,0.62064,0.52086,0.84067,0.81949,7.176e-05,7.176e-05,7.176e-05
82,1880.02,0.61738,1.04142,0.91319,0.73132,0.67497,0.70444,0.6063,0.52885,0.84536,0.82088,6.83445e-05,6.83445e-05,6.83445e-05
83,1902.46,0.62821,1.01643,0.90946,0.74846,0.69214,0.71596,0.61426,0.53555,0.83544,0.82051,6.4929e-05,6.4929e-05,6.4929e-05
84,1924.86,0.60545,1.00917,0.90717,0.73877,0.66778,0.71761,0.61978,0.5284,0.82416,0.82041,6.15135e-05,6.15135e-05,6.15135e-05
85,1947.19,0.61395,1.00165,0.90718,0.7083,0.69526,0.71967,0.624,0.51923,0.80672,0.82004,5.8098e-05,5.8098e-05,5.8098e-05
86,1969.6,0.62107,1.006,0.90691,0.72202,0.68496,0.71819,0.62309,0.51386,0.82366,0.81886,5.46825e-05,5.46825e-05,5.46825e-05
87,1991.99,0.60808,1.0135,0.90533,0.7559,0.68063,0.72514,0.62874,0.51733,0.81151,0.81932,5.1267e-05,5.1267e-05,5.1267e-05
88,2014.57,0.599,1.00364,0.90578,0.73038,0.69286,0.71734,0.62031,0.51462,0.82564,0.81874,4.78515e-05,4.78515e-05,4.78515e-05
89,2036.94,0.60099,0.98935,0.90456,0.70171,0.67911,0.7139,0.61931,0.51655,0.82719,0.81773,4.4436e-05,4.4436e-05,4.4436e-05
90,2059.35,0.60674,0.99926,0.90575,0.7162,0.68778,0.72262,0.6261,0.52291,0.81655,0.81901,4.10205e-05,4.10205e-05,4.10205e-05
91,2081.58,0.5388,0.80197,0.85113,0.7079,0.67206,0.71059,0.61642,0.52878,0.85688,0.82011,3.7605e-05,3.7605e-05,3.7605e-05
92,2103.61,0.52504,0.76352,0.85571,0.71156,0.6949,0.71972,0.62321,0.5262,0.8486,0.82116,3.41895e-05,3.41895e-05,3.41895e-05
93,2125.55,0.53249,0.75567,0.85217,0.70188,0.68324,0.72122,0.62753,0.51626,0.83834,0.81873,3.0774e-05,3.0774e-05,3.0774e-05
94,2147.57,0.5342,0.74726,0.85335,0.69512,0.69951,0.71812,0.62178,0.52794,0.83708,0.82027,2.73585e-05,2.73585e-05,2.73585e-05
95,2169.55,0.5286,0.74101,0.85426,0.70656,0.69134,0.72293,0.62722,0.52128,0.82976,0.81901,2.3943e-05,2.3943e-05,2.3943e-05
96,2191.54,0.52389,0.74666,0.85057,0.70281,0.69374,0.71888,0.62512,0.51923,0.83274,0.81895,2.05275e-05,2.05275e-05,2.05275e-05
97,2213.49,0.51654,0.7281,0.85461,0.69252,0.69873,0.72383,0.62823,0.51733,0.83508,0.81833,1.7112e-05,1.7112e-05,1.7112e-05
98,2235.41,0.52178,0.73855,0.84987,0.71876,0.6714,0.72375,0.62713,0.51796,0.83342,0.81822,1.36965e-05,1.36965e-05,1.36965e-05
99,2257.38,0.51434,0.73711,0.84741,0.70573,0.70005,0.72515,0.63137,0.51651,0.82439,0.81906,1.0281e-05,1.0281e-05,1.0281e-05
100,2279.35,0.52436,0.73136,0.84995,0.7332,0.68463,0.72464,0.6307,0.5181,0.82295,0.81887,6.8655e-06,6.8655e-06,6.8655e-06
