epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
19,557.125,0.72847,1.67806,0.93122,0.41278,0.5348,0.46064,0.39284,0.6025,1.37418,0.84293,0.000283521,0.000283521,0.000283521
20,584.663,0.74292,1.64717,0.93429,0.47286,0.54899,0.46198,0.39474,0.58433,1.41075,0.84195,0.000280106,0.000280106,0.000280106
21,612.185,0.74968,1.62648,0.93578,0.42874,0.61076,0.4808,0.40797,0.61994,1.37559,0.84478,0.00027669,0.00027669,0.00027669
22,639.07,0.71948,1.59723,0.9354,0.46411,0.58657,0.50464,0.42462,0.59921,1.35972,0.84957,0.000273275,0.000273275,0.000273275
23,666.343,0.73146,1.5843,0.92768,0.48071,0.58384,0.51257,0.43227,0.60479,1.30374,0.84673,0.000269859,0.000269859,0.000269859
24,693.728,0.71034,1.53189,0.93197,0.52445,0.59132,0.52759,0.45103,0.58787,1.2348,0.84471,0.000266444,0.000266444,0.000266444
25,721.338,0.71467,1.50761,0.92969,0.48338,0.58023,0.52979,0.45131,0.59568,1.26146,0.84615,0.000263028,0.000263028,0.000263028
26,748.963,0.71581,1.5139,0.934,0.47779,0.59921,0.53557,0.45506,0.58488,1.28357,0.84342,0.000259612,0.000259612,0.000259612
27,782.031,0.71541,1.49192,0.93277,0.46737,0.59974,0.53222,0.45406,0.60165,1.31572,0.84593,0.000256197,0.000256197,0.000256197
28,810.307,0.71877,1.48049,0.93251,0.51333,0.62689,0.55921,0.47923,0.57481,1.19729,0.84206,0.000252781,0.000252781,0.000252781
29,838.417,0.70789,1.46931,0.93172,0.51494,0.60202,0.55421,0.4768,0.57913,1.21677,0.84656,0.000249366,0.000249366,0.000249366
30,866.111,0.70446,1.44448,0.9274,0.51979,0.6443,0.57549,0.49659,0.55814,1.15652,0.83829,0.00024595,0.00024595,0.00024595
31,893.756,0.71244,1.42792,0.93092,0.54034,0.60756,0.58025,0.49489,0.59263,1.17832,0.84228,0.000242535,0.000242535,0.000242535
32,920.751,0.69631,1.39491,0.92587,0.53331,0.61308,0.58328,0.49991,0.56145,1.14499,0.84125,0.000239119,0.000239119,0.000239119
33,947.627,0.70515,1.41467,0.91853,0.56087,0.58769,0.58238,0.49428,0.58249,1.19586,0.84245,0.000235704,0.000235704,0.000235704
34,974.991,0.70348,1.40085,0.92726,0.52605,0.6658,0.58368,0.49716,0.57317,1.15446,0.84121,0.000232288,0.000232288,0.000232288
35,1002.37,0.69578,1.36216,0.92871,0.57246,0.64015,0.59117,0.50502,0.56485,1.10223,0.84307,0.000228873,0.000228873,0.000228873
36,1029.1,0.70044,1.37219,0.92253,0.59642,0.581,0.60447,0.51958,0.56386,1.12326,0.83849,0.000225457,0.000225457,0.000225457
37,1055.66,0.6865,1.33513,0.92146,0.55391,0.67949,0.61657,0.53069,0.56151,1.05602,0.84101,0.000222042,0.000222042,0.000222042
38,1082.55,0.69535,1.34577,0.92631,0.56239,0.6446,0.61171,0.52619,0.57261,1.10768,0.84756,0.000218627,0.000218627,0.000218627
39,1109.67,0.68422,1.3139,0.92308,0.51924,0.70633,0.6179,0.53079,0.56995,1.09031,0.83985,0.000215211,0.000215211,0.000215211
40,1136.8,0.68159,1.29696,0.91344,0.61278,0.65185,0.63145,0.54507,0.55602,1.02333,0.83715,0.000211795,0.000211795,0.000211795
41,1163.27,0.68455,1.29702,0.9264,0.5679,0.68706,0.64148,0.55236,0.55002,1.02147,0.84052,0.00020838,0.00020838,0.00020838
42,1190.23,0.67126,1.32524,0.92306,0.59559,0.62078,0.6263,0.53585,0.56645,1.04724,0.84502,0.000204965,0.000204965,0.000204965
43,1218.35,0.68651,1.28667,0.91912,0.66153,0.63119,0.63222,0.5371,0.58552,1.0445,0.84712,0.000201549,0.000201549,0.000201549
44,1245.84,0.67539,1.27901,0.92005,0.62407,0.66588,0.6549,0.5632,0.54783,1.01562,0.83635,0.000198134,0.000198134,0.000198134
45,1272.72,0.67739,1.25774,0.91715,0.64307,0.67476,0.64809,0.55452,0.54604,1.04744,0.83965,0.000194718,0.000194718,0.000194718
46,1299.85,0.6808,1.2578,0.92127,0.67486,0.64959,0.65525,0.56178,0.55827,0.98853,0.83953,0.000191303,0.000191303,0.000191303
47,1326.98,0.66314,1.26004,0.91674,0.58208,0.70151,0.64177,0.55264,0.55828,1.02202,0.83857,0.000187887,0.000187887,0.000187887
48,1353.43,0.6629,1.23731,0.92381,0.66396,0.65916,0.65729,0.56625,0.55651,0.978,0.84004,0.000184472,0.000184472,0.000184472
49,1380.69,0.66907,1.24336,0.91493,0.63633,0.70452,0.66242,0.569,0.55657,0.96245,0.83951,0.000181056,0.000181056,0.000181056
50,1409.26,0.65407,1.18561,0.92219,0.68238,0.66299,0.66262,0.57334,0.54285,0.96754,0.83659,0.00017764,0.00017764,0.00017764
51,1437.33,0.65985,1.21813,0.91295,0.60395,0.66969,0.63693,0.54848,0.55641,1.03736,0.84181,0.000174225,0.000174225,0.000174225
52,1465.81,0.65739,1.20519,0.90898,0.61331,0.70571,0.66959,0.57568,0.54398,0.95216,0.83299,0.000170809,0.000170809,0.000170809
53,1493.79,0.65228,1.18793,0.91884,0.63112,0.69826,0.66802,0.57279,0.5658,0.95127,0.83564,0.000167394,0.000167394,0.000167394
54,1521.18,0.66554,1.19391,0.91686,0.64548,0.68038,0.66049,0.5666,0.56099,0.9852,0.8373,0.000163978,0.000163978,0.000163978
55,1548.76,0.64329,1.19693,0.91156,0.63994,0.71323,0.67018,0.57501,0.54237,0.93928,0.83314,0.000160563,0.000160563,0.000160563
56,1576.44,0.64351,1.18185,0.91193,0.63757,0.70509,0.6555,0.56102,0.54098,0.96801,0.83444,0.000157147,0.000157147,0.000157147
57,1604.02,0.65775,1.18206,0.91299,0.65792,0.68029,0.67326,0.57917,0.54965,0.92434,0.83638,0.000153732,0.000153732,0.000153732
58,1633.73,0.65949,1.1515,0.91401,0.65821,0.71516,0.68278,0.58943,0.53591,0.91087,0.83327,0.000150317,0.000150317,0.000150317
59,1661.05,0.64339,1.1841,0.91892,0.65362,0.69608,0.67843,0.58203,0.54127,0.9276,0.8341,0.000146901,0.000146901,0.000146901
60,1689.03,0.65397,1.1649,0.9149,0.66284,0.69158,0.67762,0.58709,0.52949,0.90425,0.83188,0.000143486,0.000143486,0.000143486
61,1716.73,0.62573,1.12224,0.91175,0.6547,0.71942,0.68392,0.59318,0.5357,0.89672,0.83118,0.00014007,0.00014007,0.00014007
62,1744.56,0.63914,1.14942,0.91009,0.68474,0.69783,0.6874,0.59244,0.53914,0.88148,0.8363,0.000136655,0.000136655,0.000136655
63,1772.21,0.64021,1.11268,0.9105,0.65292,0.71529,0.67452,0.57984,0.5404,0.9274,0.83267,0.000133239,0.000133239,0.000133239
64,1799.09,0.63488,1.11104,0.91238,0.67298,0.68766,0.6932,0.60347,0.52034,0.88617,0.83096,0.000129824,0.000129824,0.000129824
65,1825.46,0.63572,1.11192,0.91217,0.66726,0.70059,0.68902,0.59657,0.53894,0.89786,0.83463,0.000126408,0.000126408,0.000126408
66,1852.43,0.63401,1.0993,0.91274,0.63933,0.73004,0.68286,0.58661,0.52902,0.89527,0.83207,0.000122992,0.000122992,0.000122992
67,1878.87,0.65248,1.11463,0.91131,0.67396,0.71484,0.69288,0.60418,0.52194,0.87937,0.83226,0.000119577,0.000119577,0.000119577
68,1905.37,0.63015,1.11316,0.90906,0.67437,0.69737,0.68575,0.59318,0.52755,0.90597,0.83213,0.000116161,0.000116161,0.000116161
69,1932.08,0.6255,1.09279,0.90784,0.66965,0.74002,0.70504,0.60995,0.52591,0.85263,0.83366,0.000112746,0.000112746,0.000112746
70,1958.54,0.63758,1.12871,0.90951,0.68172,0.72152,0.68436,0.58998,0.52325,0.84952,0.82976,0.000109331,0.000109331,0.000109331
71,1984.81,0.63986,1.11022,0.90996,0.71135,0.68721,0.69265,0.59498,0.53394,0.86022,0.83114,0.000105915,0.000105915,0.000105915
72,2011.32,0.6293,1.0832,0.91075,0.70877,0.71057,0.70232,0.60678,0.52737,0.85823,0.83106,0.0001025,0.0001025,0.0001025
73,2038.55,0.61371,1.08681,0.90445,0.69333,0.73284,0.70241,0.60523,0.52859,0.8351,0.83146,9.9084e-05,9.9084e-05,9.9084e-05
74,2065.09,0.61724,1.0738,0.90563,0.72158,0.67886,0.7108,0.61342,0.52382,0.83278,0.83062,9.56685e-05,9.56685e-05,9.56685e-05
75,2091.4,0.6383,1.05878,0.91241,0.69317,0.74171,0.70979,0.60967,0.53405,0.8446,0.83098,9.2253e-05,9.2253e-05,9.2253e-05
76,2118.01,0.61964,1.07267,0.9039,0.70064,0.69522,0.70937,0.61349,0.52437,0.83719,0.82955,8.88375e-05,8.88375e-05,8.88375e-05
77,2147.01,0.62093,1.05552,0.90524,0.63664,0.74029,0.70827,0.60847,0.52643,0.82938,0.83139,8.5422e-05,8.5422e-05,8.5422e-05
78,2176.73,0.5962,1.04611,0.90353,0.72853,0.69207,0.70108,0.605,0.52376,0.82583,0.83067,8.20065e-05,8.20065e-05,8.20065e-05
79,2206.02,0.61635,1.06624,0.90646,0.71164,0.69417,0.71515,0.6173,0.52811,0.82152,0.83143,7.8591e-05,7.8591e-05,7.8591e-05
80,2235.22,0.6097,1.04761,0.90577,0.709,0.69952,0.70831,0.61239,0.52052,0.83478,0.83015,7.51755e-05,7.51755e-05,7.51755e-05
81,2264.55,0.62988,1.05592,0.90723,0.74081,0.68651,0.71495,0.62093,0.51217,0.81808,0.82981,7.176e-05,7.176e-05,7.176e-05
82,2294.34,0.60824,1.05406,0.90718,0.68866,0.72779,0.70878,0.61317,0.52277,0.82267,0.8309,6.83445e-05,6.83445e-05,6.83445e-05
83,2323.71,0.61373,1.03313,0.9019,0.71378,0.72239,0.70859,0.6135,0.52825,0.81944,0.83076,6.4929e-05,6.4929e-05,6.4929e-05
84,2353.22,0.59973,1.0302,0.90263,0.73075,0.71662,0.71732,0.62029,0.51135,0.80567,0.82852,6.15135e-05,6.15135e-05,6.15135e-05
85,2382.61,0.60365,1.02362,0.90075,0.76486,0.65891,0.71606,0.62037,0.50617,0.80639,0.82838,5.8098e-05,5.8098e-05,5.8098e-05
86,2412.1,0.61916,1.03773,0.90259,0.72806,0.71801,0.71127,0.61657,0.51418,0.80511,0.82921,5.46825e-05,5.46825e-05,5.46825e-05
87,2441.15,0.60874,1.02965,0.90399,0.73183,0.68823,0.71382,0.6199,0.51749,0.81646,0.82884,5.1267e-05,5.1267e-05,5.1267e-05
88,2470.16,0.60528,1.02512,0.90229,0.73397,0.6828,0.71226,0.61753,0.51587,0.8016,0.8299,4.78515e-05,4.78515e-05,4.78515e-05
89,2499.61,0.59218,0.99761,0.8999,0.73994,0.69096,0.71815,0.62345,0.51482,0.80281,0.83067,4.4436e-05,4.4436e-05,4.4436e-05
90,2529.12,0.60453,1.01128,0.90338,0.74763,0.68759,0.71818,0.62228,0.51581,0.80093,0.83032,4.10205e-05,4.10205e-05,4.10205e-05
91,2567.86,0.54133,0.83076,0.84655,0.71966,0.70967,0.71357,0.61744,0.51735,0.8241,0.82875,3.7605e-05,3.7605e-05,3.7605e-05
92,2602.43,0.52661,0.79438,0.85268,0.74357,0.69078,0.71567,0.62225,0.51553,0.80865,0.82831,3.41895e-05,3.41895e-05,3.41895e-05
93,2631.3,0.53414,0.77179,0.84698,0.74384,0.69338,0.71821,0.62685,0.50731,0.79879,0.82774,3.0774e-05,3.0774e-05,3.0774e-05
94,2657.91,0.53341,0.77934,0.85161,0.73176,0.71565,0.72177,0.6245,0.51556,0.79718,0.82713,2.73585e-05,2.73585e-05,2.73585e-05
95,2683.96,0.52697,0.7756,0.85132,0.73583,0.71231,0.72007,0.62656,0.50849,0.78682,0.82623,2.3943e-05,2.3943e-05,2.3943e-05
96,2711.52,0.52135,0.76122,0.84733,0.74955,0.69794,0.72046,0.62989,0.50528,0.79018,0.82549,2.05275e-05,2.05275e-05,2.05275e-05
97,2739.43,0.51449,0.75424,0.8469,0.74107,0.70145,0.72609,0.63196,0.50644,0.7958,0.82589,1.7112e-05,1.7112e-05,1.7112e-05
98,2767.75,0.51586,0.76428,0.84468,0.75461,0.67964,0.72234,0.6272,0.50959,0.7908,0.82575,1.36965e-05,1.36965e-05,1.36965e-05
99,2795.83,0.51827,0.76219,0.84267,0.74471,0.68894,0.72215,0.63023,0.50472,0.79122,0.82542,1.0281e-05,1.0281e-05,1.0281e-05
100,2823.93,0.5167,0.75639,0.84448,0.7662,0.69383,0.72705,0.63164,0.50818,0.7872,0.82587,6.8655e-06,6.8655e-06,6.8655e-06
